order_id,product_id,add_to_cart_order,reordered
3932,32402,8,1
3932,45535,9,1
3932,39619,10,1
3932,37971,11,1
3932,20842,12,1
3932,10655,13,0
3932,7861,14,0
3932,17747,15,0
3932,40706,16,0
3932,15290,17,0
3932,2295,18,0
3932,4562,19,0
4316,22935,1,1
4316,27104,2,1
4316,48679,3,1
4316,29370,4,1
4316,48595,5,1
4316,21137,6,1
4316,49235,7,1
4316,24852,8,1
4316,24964,9,1
4316,42756,10,1
4316,1511,11,1
4316,32689,12,1
4316,25199,13,1
4316,7762,14,1
4316,5322,15,1
4316,40229,16,1
5059,45948,1,1
5059,31730,2,1
5059,24852,3,1
5059,1080,4,0
5059,41116,5,0
5059,24908,6,0
5059,19604,7,1
5059,26604,8,1
5059,44964,9,1
5059,38448,10,0
5059,1023,11,0
5059,71,12,0
5071,4138,1,0
5071,9796,2,1
5071,34635,3,0
5071,33251,4,0
5249,25659,1,1
5249,22706,2,0
5249,33290,3,0
5249,18465,4,1
5379,26232,1,0
5379,8138,2,1
5379,45066,3,1
5379,41842,4,1
5379,19448,5,1
5379,12606,6,1
5832,23389,1,1
5832,34584,2,0
5832,17064,3,0
5832,30201,4,0
5832,37751,5,1
5832,33787,6,1
5832,27966,7,0
5832,45066,8,1
5832,16797,9,1
6015,43154,1,1
6017,17157,1,0
6017,23423,2,0
6017,20940,3,0
6017,37919,4,0
6042,30827,1,1
6042,43352,2,1
6062,39180,1,1
6062,24852,2,1
6062,42828,3,1
6062,11777,4,1
6062,28458,5,1
6062,49131,6,1
6062,3717,7,1
6062,18171,8,1
6062,12033,9,1
6062,43961,10,1
6062,28199,11,0
6062,31343,12,0
6062,36772,13,0
6062,27433,14,0
6062,19678,15,0
6116,6184,1,0
6116,10473,2,1
6116,13176,3,0
6354,13176,1,0
6354,37687,2,1
6354,26209,3,1
6354,32553,4,1
6354,34969,5,1
6354,21938,6,1
6464,43320,1,1
6464,45066,2,1
6464,46906,3,1
6464,47626,4,1
6464,28993,5,1
6464,28199,6,1
6464,13176,7,1
6464,37103,8,1
6464,7781,9,1
6464,27845,10,1
6464,15995,11,0
6464,49610,12,1
6464,27509,13,1
6464,22959,14,0
6464,46676,15,0
6528,12341,1,0
6528,651,2,1
6528,48142,3,1
6892,47766,1,1
6892,9390,2,1
6892,48104,3,0
6892,49267,4,1
6892,42625,5,0
6892,12419,6,0
6892,44359,7,0
6892,43262,8,0
6892,5373,9,0
6892,34123,10,0
6892,28849,11,0
6892,25890,12,1
6892,15937,13,0
6929,10749,1,0
6929,39652,2,0
6929,41842,3,1
6929,40852,4,1
6929,19448,5,1
6929,29432,6,1
6929,22385,7,1
6929,1471,8,1
6929,27695,9,1
7077,5212,1,1
7077,10545,2,1
7077,2164,3,1
7077,43728,4,1
7077,24024,5,1
7077,9934,6,1
7077,17630,7,1
7151,25221,1,1
7151,34024,2,1
7151,31517,3,1
7151,25544,4,1
7151,33129,5,1
7151,14168,6,1
7151,20915,7,1
7151,28438,8,1
7151,15924,9,1
7151,26088,10,1
7151,12333,11,0
7151,9042,12,1
7151,6448,13,0
7243,16145,1,1
7243,18441,2,0
7243,27104,3,1
7243,13076,4,0
7243,11737,5,1
7243,47766,6,1
7243,21137,7,1
7243,28985,8,1
7243,27521,9,1
7243,24799,10,1
7243,30391,11,1
7243,13176,12,1
7243,24964,13,1
7243,14084,14,1
7243,41806,15,1
7243,6104,16,1
7243,18234,17,1
7243,11760,18,1
7243,17795,19,1
7243,4809,20,1
7243,12941,21,1
7243,14267,22,1
7243,49248,23,1
7243,43789,24,1
7243,38558,25,1
7243,26168,26,1
7243,14711,27,0
7402,28647,1,1
7402,25830,2,1
7402,25570,3,1
7402,22414,4,1
7402,48645,5,1
7402,13988,6,0
7891,3392,1,0
7891,34126,2,0
7891,38419,3,0
7891,27336,4,1
7891,39984,5,0
7891,33731,6,0
7891,7179,7,0
7891,12975,8,0
7891,26901,9,0
7961,47877,1,1
7961,7388,2,1
7961,24852,3,1
7961,45873,4,1
7961,35749,5,1
7961,137,6,0
7961,49605,7,1
7961,18606,8,0
8126,14043,1,1
8126,40085,2,1
8126,30011,3,1
8126,30294,4,1
8126,43789,5,1
8126,5876,6,1
8126,2078,7,1
8126,40063,8,0
8126,44278,9,0
8126,43295,10,0
8126,44229,11,1
8126,7388,12,1
8126,46654,13,0
8262,21143,1,0
8262,12385,2,0
8262,5250,3,0
8262,10551,4,0
8262,44396,5,0
8262,20947,6,1
8262,19048,7,0
8262,22677,8,1
8262,13031,9,1
8262,21405,10,1
8262,47766,11,1
8262,15950,12,1
8262,10246,13,1
8262,34448,14,1
8262,21903,15,1
8262,47734,16,1
8262,31717,17,1
8262,21616,18,0
8262,2661,19,0
8262,23716,20,0
8272,19204,1,1
8272,33129,2,1
8272,13292,3,1
8272,46686,4,0
8272,42585,5,0
8272,48123,6,1
8272,28901,7,1
8272,15860,8,0
8272,19674,9,0
8324,42972,1,1
8324,5212,2,1
8324,30776,3,1
8324,34270,4,1
8324,27966,5,1
8324,35756,6,1
8324,44268,7,1
8324,48559,8,0
8324,10385,9,1
8925,13176,1,1
8925,25896,2,1
8925,24954,3,1
8925,7407,4,1
8925,42240,5,0
8925,29487,6,1
8925,47329,7,1
8925,39190,8,1
8925,49397,9,1
8925,10084,10,0
8925,18234,11,1
8925,1940,12,1
8979,15273,1,0
8979,10960,2,1
8979,22372,3,1
8979,15984,4,1
8979,48220,5,1
8979,38312,6,1
8979,31635,7,1
8979,44071,8,1
9160,22166,1,0
9160,33168,2,0
9160,34161,3,0
9160,31136,4,0
9160,32251,5,0
9160,17983,6,1
9160,27801,7,1
9160,21376,8,1
9160,8707,9,0
9160,40285,10,0
9160,1845,11,0
9160,5385,12,0
9160,19585,13,1
9160,36650,14,1
9160,47114,15,0
9160,5013,16,0
9160,2639,17,0
9160,32068,18,0
9160,44696,19,0
9160,5020,20,0
9160,32331,21,0
9324,7088,1,1
9324,37029,2,1
9324,45066,3,0
9324,16759,4,1
9324,5876,5,0
9324,1215,6,1
9324,10749,7,1
9324,27966,8,1
9324,22935,9,1
9324,48784,10,1
9324,48679,11,1
9324,42701,12,1
9324,11408,13,1
9324,20738,14,1
9324,43713,15,1
9324,15392,16,0
9324,44008,17,1
9324,25043,18,0
9844,8518,1,1
9844,34044,2,1
9844,546,3,0
9844,31378,4,1
9844,8174,5,0
9844,20114,6,1
9844,26209,7,1
9844,31717,8,1
9844,16482,9,0
9844,22935,10,1
9844,35838,11,0
9844,40396,12,1
9844,49439,13,0
9844,41125,14,0
9950,21125,1,1
10017,46676,1,0
10017,17794,2,1
10017,49683,3,1
10017,22935,4,0
10017,15290,5,1
10017,22395,6,0
10017,41220,7,1
10017,29487,8,1
10017,15386,9,1
10017,10895,10,1
10068,13176,1,1
10068,12341,2,1
10068,29223,3,0
10068,43352,4,0
10418,36397,1,1
10418,1326,2,1
10418,19660,3,1
10418,27966,4,0
10418,21903,5,1
10418,43295,6,1
10418,28769,7,1
10418,25890,8,0
10418,4605,9,1
10418,13629,10,1
10418,5077,11,1
10418,28204,12,0
10418,26606,13,0
10461,41787,1,1
10461,24852,2,1
10461,19691,3,1
10461,8174,4,1
10461,47144,5,0
10461,42536,6,0
10809,19021,1,0
10809,23537,2,0
10809,43712,3,0
10809,45264,4,0
10809,2078,5,0
10809,31908,6,0
10809,32299,7,0
10810,30776,1,1
10810,26384,2,1
10810,24838,3,1
10810,17948,4,1
10810,31869,5,1
10810,9076,6,1
10810,39024,7,1
10810,31015,8,1
10865,31371,1,1
10865,7412,2,1
10865,28767,3,1
10865,34450,4,1
10865,8021,5,1
10865,23631,6,1
10865,6160,7,1
10865,30776,8,1
10865,13143,9,1
10865,44010,10,1
10865,26499,11,0
10865,12312,12,0
10865,16616,13,0
10865,26419,14,0
10865,31506,15,1
10865,31066,16,0
10865,44643,17,0
10894,44632,1,1
10894,36386,2,1
10894,9175,3,1
10894,13176,4,0
10894,16159,5,1
10894,2280,6,1
10978,24852,1,1
10978,5785,2,1
10978,44632,3,1
10978,25824,4,1
10978,37646,5,1
10978,34243,6,1
10978,11712,7,1
10978,4232,8,1
10978,36315,9,1
10978,228,10,1
10978,24985,11,1
10978,30489,12,0
10978,16797,13,1
10978,6348,14,1
10978,27344,15,0
10978,39475,16,1
10978,35003,17,0
10978,48485,18,1
10978,48745,19,0
10978,45638,20,0
10978,47626,21,0
10978,46979,22,0
10978,165,23,0
10978,38596,24,0
10978,23236,25,0
10978,4193,26,0
11272,45013,1,1
11272,12541,2,0
11272,14992,3,0
11272,44025,4,1
11272,11891,5,1
11272,25837,6,1
11272,20015,7,1
11272,5770,8,1
11272,38777,9,1
11272,33894,10,0
11272,1183,11,1
11272,6218,12,1
11272,46979,13,1
11272,27470,14,1
11272,35715,15,0
11272,24010,16,0
11272,29389,17,1
11272,48893,18,0
11272,3952,19,1
11272,44683,20,0
11272,19,21,0
11272,32832,22,0
11272,38329,23,0
11272,44098,24,1
11272,36085,25,0
11272,17156,26,0
11272,6457,27,0
11272,41387,28,0
11272,37911,29,0
11272,42719,30,0
11313,28199,1,0
11313,329,2,1
11313,35221,3,1
11313,39877,4,1
11313,47626,5,1
11313,24852,6,1
11313,2964,7,1
11313,45633,8,0
11313,32850,9,0
11313,33000,10,0
11313,25133,11,1
11313,4066,12,0
11313,46969,13,0
11313,16759,14,1
11313,30382,15,0
11313,32839,16,0
11313,17807,17,0
11313,38896,18,0
11313,9955,19,0
11905,1443,1,1
11905,19678,2,1
11905,44661,3,0
11905,38689,4,1
11905,13176,5,0
11905,30391,6,0
11905,23357,7,0
11905,34126,8,0
11905,47626,9,1
11905,21137,10,1
12007,9534,1,0
12007,36342,2,0
12007,26768,3,0
12007,41065,4,0
12007,27344,5,0
12007,47573,6,0
12270,42342,1,1
12270,11005,2,1
12270,35503,3,1
12270,41950,4,1
12270,18531,5,1
12270,25890,6,1
12270,34720,7,1
12270,23516,8,1
12270,24489,9,0
12630,24489,1,1
12630,27966,2,0
12630,40545,3,0
12663,24852,1,1
12663,28204,2,1
12663,24799,3,1
12663,28985,4,1
12663,13646,5,1
12663,47766,6,1
12663,39993,7,1
12663,311,8,1
12663,49667,9,1
12663,44359,10,1
12663,44371,11,1
12663,40604,12,1
12663,12845,13,0
12663,17878,14,1
12663,6975,15,1
12663,11574,16,1
12663,5322,17,0
12663,26629,18,0
12663,42265,19,0
12702,35951,1,1
12702,31915,2,0
12702,28553,3,1
12702,26769,4,0
12897,4562,1,1
12897,39619,2,1
12897,37687,3,0
12897,28204,4,1
12897,26369,5,1
12897,28849,6,0
13120,27475,1,0
13120,46698,2,0
13120,34356,3,0
13120,21019,4,1
13120,4210,5,1
13120,43631,6,1
13120,10031,7,1
13120,4562,8,1
13120,36431,9,1
13120,12013,10,1
13120,36186,11,1
13120,35948,12,1
13120,29445,13,1
13120,837,14,1
13120,33471,15,0
13120,32433,16,1
13120,25544,17,1
13120,6131,18,1
13120,11777,19,1
13120,21948,20,0
13120,24852,21,1
13685,30391,1,1
13685,6287,2,1
13685,9421,3,1
13685,17333,4,1
13685,48559,5,1
13685,26209,6,0
13685,27695,7,0
13685,39558,8,1
13685,21938,9,1
13685,46724,10,1
13685,17550,11,0
14132,30382,1,1
14132,48868,2,1
14132,8424,3,1
14132,47209,4,1
14132,22935,5,1
14132,47229,6,0
14132,26369,7,0
14132,23178,8,1
14132,39121,9,0
14132,24852,10,0
14132,19068,11,0
14132,37317,12,0
14132,35065,13,0
14132,29392,14,0
14132,11422,15,0
14489,20600,1,0
14489,11555,2,0
14489,25811,3,0
14489,40589,4,0
14489,29987,5,0
14489,38689,6,0
14489,13225,7,0
14489,30975,8,0
14535,8224,1,0
14535,21936,2,0
14535,21246,3,0
14535,890,4,0
14535,20114,5,0
14535,11941,6,0
14535,29553,7,0
14535,27676,8,0
14535,22695,9,0
14535,15290,10,0
14535,44359,11,0
14535,8523,12,0
14535,13829,13,1
14535,23751,14,0
14535,36085,15,1
14535,36107,16,0
14572,4210,1,1
14572,4562,2,0
14987,10070,1,1
14987,6599,2,0
14987,26327,3,0
14987,29700,4,0
14987,8235,5,0
14987,9956,6,0
14987,37816,7,0
15202,16185,1,1
15202,27744,2,0
15202,39557,3,1
15202,40593,4,1
15202,14540,5,0
15336,31102,1,1
15336,37119,2,1
15336,10193,3,1
15336,8049,4,1
15336,14783,5,1
15336,21019,6,1
15336,14335,7,0
15336,45368,8,0
15336,39962,9,1
15336,35289,10,1
15567,22001,1,1
15567,41932,2,1
15567,4210,3,1
15567,5550,4,1
15567,14863,5,1
15567,36603,6,1
15567,11194,7,1
15567,43465,8,1
15567,7419,9,1
15567,15290,10,1
15567,34449,11,1
15567,37594,12,1
15567,47284,13,1
15567,24852,14,1
15567,5782,15,1
15567,19627,16,1
15567,27061,17,1
15567,12591,18,1
15567,39977,19,1
15567,8574,20,1
15567,42811,21,1
15567,34745,22,1
15567,25371,23,1
15567,49282,24,1
15724,24378,1,0
15724,205,2,0
16268,3265,1,1
16268,3298,2,1
16268,25653,3,0
16268,1183,4,0
16268,8571,5,0
16268,8048,6,0
16268,21137,7,1
16299,11182,1,1
16299,20723,2,1
16299,41414,3,1
16648,18023,1,1
16648,11266,2,1
16648,38928,3,1
16648,3298,4,1
17201,10831,1,1
17201,9595,2,1
17201,8022,3,1
17201,38557,4,1
17201,45066,5,1
17201,39928,6,1
17201,27845,7,1
17201,41149,8,1
17201,37766,9,1
17201,5134,10,1
17201,13852,11,1
17201,4367,12,1
17201,31343,13,1
17201,24179,14,0
17201,17794,15,0
17201,5450,16,0
17201,5194,17,0
17201,8017,18,0
17523,42002,1,1
17523,29987,2,1
17523,41950,3,1
17740,19660,1,1
17740,47209,2,1
17740,3957,3,1
17740,21903,4,1
17740,23165,5,1
17740,27336,6,0
17740,22935,7,1
17740,30391,8,0
17740,43740,9,0
17740,35842,10,1
17740,10246,11,1
17740,31287,12,1
17740,26604,13,0
17740,17272,14,1
18220,26450,1,1
18220,10673,2,0
18220,14805,3,0
18220,13241,4,0
18220,46274,5,1
18220,30633,6,0
18220,41565,7,0
18263,31651,1,1
18263,38928,2,1
18263,5161,3,1
18263,19691,4,1
18263,4938,5,1
18263,45051,6,1
18263,17122,7,1
18263,3298,8,1
18263,12427,9,1
18355,30776,1,1
18355,9339,2,1
18355,44628,3,0
18355,23165,4,0
18355,38383,5,0
18355,46720,6,0
18355,18656,7,0
18355,31662,8,0
18355,45603,9,0
18355,6287,10,1
18355,28204,11,1
18439,27845,1,1
18439,4451,2,1
18439,10768,3,0
18439,31288,4,0
18439,12745,5,0
18439,21903,6,1
18439,7781,7,1
18439,27548,8,0
18439,3896,9,1
18439,20754,10,1
18439,44413,11,0
18814,18402,1,1
18814,1408,2,1
18814,20757,3,1
18814,43889,4,1
18814,35720,5,1
18814,44254,6,1
18814,35578,7,0
18814,21251,8,0
18814,18552,9,0
18814,49670,10,0
18870,9623,1,1
18870,17631,2,0
18870,7170,3,0
18870,11323,4,0
19398,14256,1,1
19398,33000,2,1
19526,29344,1,1
19526,6416,2,1
19526,21999,3,1
19526,33973,4,1
19526,43352,5,1
19670,49683,1,0
19670,24852,2,0
19670,45364,3,0
19670,29487,4,0
19670,4274,5,0
19670,47766,6,0
19835,10545,1,1
19835,651,2,1
19835,2164,3,0
19835,43728,4,0
19835,5212,5,1
19835,20034,6,0
19835,15937,7,0
20153,13951,1,1
20153,38813,2,0
20153,42535,3,1
20153,37436,4,0
20153,28748,5,0
20153,9409,6,0
20153,8045,7,0
20153,29646,8,0
20153,15258,9,1
20153,3260,10,1
20153,32477,11,0
20153,4965,12,0
20153,14414,13,1
20153,31953,14,0
20153,15424,15,1
20199,33089,1,0
20199,42244,2,1
20199,39275,3,1
20199,48900,4,0
20199,30610,5,0
20199,13176,6,1
20199,5876,7,1
20238,4781,1,0
20238,19660,2,0
20238,5479,3,0
20238,5077,4,1
20238,37220,5,0
20611,24852,1,1
20611,28204,2,0
20611,27020,3,0
20611,25146,4,0
20611,3676,5,1
20611,34664,6,0
20611,43631,7,1
20611,17080,8,0
20611,36316,9,0
20611,196,10,0
20611,1875,11,0
20664,23423,1,1
20664,12899,2,0
20664,43352,3,1
20664,16797,4,1
20664,38768,5,1
20664,33098,6,0
20664,5769,7,0
20664,13378,8,0
20913,39719,1,1
20913,26922,2,1
20913,9076,3,1
20913,43352,4,1
20913,19893,5,0
20913,40146,6,0
20913,17872,7,1
20913,39877,8,0
20913,47626,9,1
20913,26604,10,1
20913,23729,11,1
20913,21019,12,1
20913,38277,13,1
20913,11826,14,0
20913,47209,15,0
20913,5818,16,1
20913,15290,17,0
20913,24184,18,1
20913,37646,19,1
20913,18792,20,1
20913,49326,21,0
20913,8898,22,0
20913,16965,23,1
21067,32478,1,1
21067,19348,2,1
21478,20285,1,0
21478,21436,2,0
21478,11520,3,1
21478,44071,4,1
21478,36342,5,1
21478,25386,6,0
21853,30994,1,1
21853,17461,2,1
21853,13176,3,1
21853,2748,4,1
21853,45504,5,1
21853,44142,6,1
21853,49215,7,1
22163,46802,1,1
22163,5785,2,1
22163,1463,3,1
22163,41596,4,1
22163,311,5,1
22163,5969,6,1
22163,21903,7,1
22163,39890,8,1
22163,16154,9,1
22163,6740,10,1
22163,29191,11,1
22163,47209,12,1
22163,32732,13,1
22163,7361,14,1
22163,5077,15,0
22163,13176,16,1
22909,39180,1,1
22909,24852,2,1
22909,28465,3,1
22909,20995,4,1
22909,8022,5,0
22909,11777,6,0
22909,28458,7,1
22909,49131,8,1
22909,26209,9,1
22909,49683,10,0
22909,45106,11,0
22909,42356,12,0
22909,3717,13,0
22909,18171,14,0
22909,16797,15,0
22909,31636,16,0
22909,28326,17,0
22909,8467,18,1
22909,28928,19,0
22909,18352,20,0
22909,25890,21,0
23172,4605,1,0
23172,21334,2,0
23172,8761,3,0
23172,13536,4,0
23172,47570,5,0
23172,39832,6,0
23172,17316,7,0
23172,48938,8,0
23203,41565,1,0
23203,16797,2,0
23203,38739,3,0
23237,14429,1,0
23237,5621,2,0
23237,12312,3,0
23237,40411,4,0
23237,44632,5,0
23237,14947,6,0
23237,6104,7,0
23237,7615,8,0
23244,25804,1,1
23244,5077,2,1
23244,13166,3,1
23244,44116,4,1
23244,26138,5,0
23244,48532,6,0
23244,8204,7,1
23244,36810,8,1
23244,45061,9,1
23244,13536,10,1
23244,13920,11,0
23454,15424,1,1
23454,196,2,1
23454,22249,3,1
23454,44799,4,1
23454,2538,5,1
23454,18871,6,1
23454,32741,7,1
23454,22667,8,1
23454,43223,9,1
23454,37520,10,1
23454,28204,11,1
23454,4605,12,0
23454,4562,13,0
23454,16797,14,0
23454,14096,15,0
23454,19535,16,0
23454,47890,17,1
23454,45862,18,1
23454,31981,19,1
23454,39581,20,1
23454,14875,21,1
23454,17215,22,1
23454,4347,23,1
23454,10719,24,1
23454,4889,25,1
23454,8104,26,1
23454,46773,27,0
23695,36117,1,1
23695,33827,2,1
23695,40571,3,1
23695,18523,4,1
23695,27284,5,1
23695,28204,6,1
23695,9018,7,1
23695,24852,8,1
23695,19691,9,1
23695,31528,10,1
23773,32478,1,1
23773,38300,2,0
23791,31154,1,1
23791,45190,2,1
23791,16379,3,0
23791,21225,4,0
23791,8013,5,1
24242,14678,1,0
24242,47626,2,1
24242,26604,3,1
24242,21137,4,1
24242,43086,5,1
24242,22451,6,1
24242,11440,7,1
24242,17461,8,0
24242,39180,9,1
24242,20168,10,1
24242,17200,11,1
24242,45106,12,1
24242,48487,13,0
24242,38293,14,1
24242,42828,15,1
24242,49608,16,1
24242,42265,17,1
24302,26397,1,0
24302,42240,2,0
24302,37238,3,0
24422,432,1,1
24422,20063,2,1
24422,8192,3,1
24422,34969,4,1
24422,19731,5,1
24422,42736,6,1
24422,24852,7,1
24422,27625,8,1
24475,31506,1,1
24475,48142,2,1
24475,36534,3,1
24683,20082,1,0
24683,44632,2,0
24683,14947,3,1
24683,4451,4,1
24683,31663,5,1
24683,13712,6,0
24683,5450,7,1
24683,36624,8,1
24683,24852,9,0
24683,264,10,1
24683,41840,11,1
24683,34281,12,1
24683,39275,13,1
24683,48313,14,1
24683,38777,15,1
24683,9364,16,1
24683,10673,17,1
24683,3331,18,1
24683,32347,19,0
24683,46979,20,0
24683,45965,21,0
24683,34941,22,0
24683,1117,23,1
25503,28632,1,0
25503,12785,2,0
25503,41625,3,0
25503,22695,4,0
25503,30696,5,0
25503,42495,6,0
25503,48645,7,0
25503,19960,8,0
25503,34083,9,0
25503,8590,10,0
25503,34027,11,0
25503,2232,12,0
25503,35234,13,0
25503,3847,14,0
25503,5067,15,0
25503,3231,16,0
25503,14576,17,0
25503,45656,18,0
25503,15653,19,0
25503,40706,20,0
25503,27196,21,0
25503,38288,22,0
25503,47759,23,0
25503,34969,24,0
25503,15923,25,0
25503,14161,26,0
25503,47626,27,0
25503,3529,28,0
25503,3977,29,0
26171,28985,1,1
26171,31282,2,0
26171,24390,3,0
26171,12592,4,0
26171,18689,5,0
26171,42479,6,0
26171,40377,7,0
26171,28597,8,0
26171,4605,9,0
26171,24964,10,0
26171,14852,11,0
26171,18105,12,0
26171,21903,13,1
26416,28785,1,1
26416,4799,2,0
26416,39984,3,1
26416,33846,4,1
26416,28156,5,1
26416,46906,6,1
26416,38465,7,1
26416,28842,8,1
26416,4451,9,1
26416,10749,10,1
26416,47766,11,1
26416,28985,12,1
26416,40604,13,1
26416,42615,14,1
26416,1529,15,1
26416,24830,16,1
26416,22312,17,1
26416,12206,18,1
26462,7952,1,1
26462,30561,2,0
26462,42828,3,1
26462,6740,4,1
26462,40723,5,1
26462,43295,6,1
26462,24852,7,1
26462,42342,8,1
26462,11520,9,1
26462,29447,10,1
26462,44008,11,1
26462,45946,12,1
26528,13176,1,1
26528,26405,2,0
26557,1471,1,1
26557,18534,2,1
26557,21137,3,1
26557,39275,4,1
26557,15438,5,0
27469,21903,1,0
27469,33686,2,0
27469,895,3,1
27469,34217,4,1
27469,25949,5,1
27469,46906,6,1
27469,24852,7,1
27469,10125,8,1
27469,27639,9,1
27469,13166,10,1
27469,5785,11,1
27469,8230,12,1
27469,29801,13,1
27469,3896,14,1
27532,42828,1,1
27532,16797,2,0
27532,49683,3,0
27532,27845,4,1
27647,1447,1,1
27647,33100,2,0
27647,15741,3,1
27647,38739,4,1
27803,49243,1,1
27803,3298,2,1
27803,41276,3,1
27803,196,4,1
27965,38383,1,0
27965,7969,2,0
28300,26372,1,0
28300,8671,2,1
28300,42356,3,1
28300,24850,4,1
28300,5077,5,1
28300,10049,6,1
28300,13176,7,1
28300,13166,8,1
28300,13755,9,1
28300,7443,10,1
28300,45061,11,1
28345,9194,1,1
28345,2962,2,1
28345,27521,3,1
28345,27086,4,1
28345,34608,5,1
28345,3896,6,1
28345,49621,7,1
28843,46979,1,1
28843,39984,2,1
28843,43789,3,0
28843,4210,4,1
28843,27744,5,0
28843,21137,6,1
28843,5479,7,0
29649,33198,1,1
29649,45007,2,1
29649,32655,3,1
29649,49235,4,1
29649,39040,5,1
29649,24964,6,1
29649,30169,7,1
29649,24852,8,1
29649,5876,9,0
29649,33881,10,0
29649,29127,11,0
29649,35547,12,0
29649,17273,13,0
29649,43961,14,0
29649,28204,15,1
29649,37792,16,1
29649,93,17,1
29649,46802,18,1
29649,1158,19,1
29649,48099,20,1
29649,16908,21,1
29649,47893,22,0
29649,44359,23,1
29649,33000,24,1
30046,28647,1,0
30046,18576,2,0
30046,7925,3,0
30046,27323,4,0
30046,25544,5,0
31796,26620,1,1
31796,21137,2,1
31796,44632,3,1
31796,24852,4,1
31796,21903,5,1
31796,5212,6,1
31796,3849,7,0
31796,2086,8,1
31796,8021,9,1
31796,45747,10,1
31796,47626,11,0
31796,24631,12,1
31796,11865,13,1
31796,13807,14,1
31796,11574,15,1
31796,2361,16,1
31796,30668,17,0
31796,28373,18,1
32110,21137,1,0
32110,13176,2,1
32110,17758,3,1
32110,8490,4,1
32110,7559,5,1
32110,49305,6,1
32110,45599,7,1
32110,11143,8,1
32110,13605,9,1
32110,13807,10,1
32110,6750,11,1
32110,12276,12,1
32110,33543,13,1
32110,30336,14,1
32110,36687,15,0
32110,26278,16,0
32110,21376,17,0
32212,21462,1,1
32212,12796,2,1
32212,87,3,1
32212,17836,4,1
32212,39408,5,0
32212,37722,6,0
32212,31958,7,1
32266,196,1,1
32266,39863,2,1
32266,31953,3,1
32518,17744,1,0
32518,19006,2,0
32518,7260,3,0
32518,48310,4,0
32753,26317,1,1
32753,33198,2,1
32753,25890,3,1
32753,1891,4,1
32753,32079,5,1
32753,22362,6,1
32753,19972,7,0
32865,30041,1,0
32865,5438,2,0
32865,18370,3,0
32865,24964,4,1
32865,22935,5,1
32865,40516,6,1
33271,31066,1,0
33271,21195,2,1
33321,18402,1,1
